week,region,country,admin1,event_type,sub_event_type,events,fatalities,population_exposure,disorder_type,centroid_latitude,centroid_longitude
2026-02-28,"Eastern Africa",Kenya,Nairobi,"Violence against civilians","Abduction/forced disappearance",1,0,"43,885","Political violence",-1.302,36.827
2026-02-28,"Eastern Africa",Kenya,Narok,"Violence against civilians","Abduction/forced disappearance",1,0,772,"Political violence",-1.298,35.470
2026-02-28,"North America",Mexico,Sinaloa,"Violence against civilians","Abduction/forced disappearance",1,0,"47,879","Political violence",24.757,-107.386
2026-02-28,"North America",Mexico,Tamaulipas,"Violence against civilians","Abduction/forced disappearance",1,0,"49,467","Political violence",24.944,-98.431
2026-02-28,"North America",Mexico,"Veracruz de Ignacio de la Llave","Violence against civilians","Abduction/forced disappearance",2,0,"60,921","Political violence",17.960,-95.178
2026-02-28,"Southeast Asia",Myanmar,Ayeyarwady,"Violence against civilians","Abduction/forced disappearance",2,0,"2,960","Political violence",17.107,95.144
2026-02-28,"Southeast Asia",Myanmar,Bago-East,"Violence against civilians","Abduction/forced disappearance",1,0,"1,877","Political violence",18.193,96.618
2026-02-28,"Southeast Asia",Myanmar,Kayah,"Violence against civilians","Abduction/forced disappearance",1,0,"73,665","Political violence",19.245,97.319
2026-02-28,"Southeast Asia",Myanmar,Magway,"Violence against civilians","Abduction/forced disappearance",1,0,"58,093","Political violence",20.810,94.543
2026-02-28,"Southeast Asia",Myanmar,Mandalay,"Violence against civilians","Abduction/forced disappearance",5,0,"113,874","Political violence",21.937,96.412
2026-02-28,"Southeast Asia",Myanmar,Sagaing,"Violence against civilians","Abduction/forced disappearance",4,0,"149,166","Political violence",24.476,95.477
2026-02-28,"Southeast Asia",Myanmar,Shan-South,"Violence against civilians","Abduction/forced disappearance",2,0,"183,382","Political violence",20.807,97.530
2026-02-28,"Southeast Asia",Myanmar,Tanintharyi,"Violence against civilians","Abduction/forced disappearance",1,0,"2,944","Political violence",12.541,99.066
2026-02-28,"Southeast Asia",Myanmar,Yangon,"Violence against civilians","Abduction/forced disappearance",2,0,"314,283","Political violence",17.053,96.115
2026-02-28,"Western Africa",Nigeria,Adamawa,"Violence against civilians","Abduction/forced disappearance",1,0,"5,966","Political violence",9.170,12.295
2026-02-28,"Western Africa",Nigeria,Bauchi,"Violence against civilians","Abduction/forced disappearance",1,0,"9,113","Political violence",10.990,9.332
2026-02-28,"Western Africa",Nigeria,Borno,"Violence against civilians","Abduction/forced disappearance",6,0,"86,337","Political violence",11.876,13.435
2026-02-28,"Western Africa",Nigeria,Ebonyi,"Violence against civilians","Abduction/forced disappearance",1,0,"10,261","Political violence",6.244,8.068
2026-02-28,"Western Africa",Nigeria,"Federal Capital Territory","Violence against civilians","Abduction/forced disappearance",2,0,"7,887","Political violence",8.985,7.188
2026-02-28,"Western Africa",Nigeria,Kaduna,"Violence against civilians","Abduction/forced disappearance",3,0,"74,048","Political violence",10.262,7.873
2026-02-28,"Western Africa",Nigeria,Katsina,"Violence against civilians","Abduction/forced disappearance",3,0,"127,804","Political violence",12.243,7.506
2026-02-28,"Western Africa",Nigeria,Kogi,"Violence against civilians","Abduction/forced disappearance",6,0,"117,863","Political violence",7.621,6.854
2026-02-28,"Western Africa",Nigeria,Kwara,"Violence against civilians","Abduction/forced disappearance",5,0,"15,787","Political violence",9.086,4.571
2026-02-28,"Western Africa",Nigeria,Niger,"Violence against civilians","Abduction/forced disappearance",1,0,"6,808","Political violence",9.795,5.738
2026-02-28,"Western Africa",Nigeria,Oyo,"Violence against civilians","Abduction/forced disappearance",1,0,"62,970","Political violence",8.133,3.614
2026-02-28,"Western Africa",Nigeria,Plateau,"Violence against civilians","Abduction/forced disappearance",1,0,"1,602","Political violence",9.365,9.628
2026-02-28,"Western Africa",Nigeria,Zamfara,"Violence against civilians","Abduction/forced disappearance",1,0,915,"Political violence",12.083,6.002
2026-02-28,"South Asia",Pakistan,Balochistan,"Violence against civilians","Abduction/forced disappearance",9,0,"464,666","Political violence",28.460,65.815
2026-02-28,"South Asia",Pakistan,Sindh,"Violence against civilians","Abduction/forced disappearance",2,0,"47,404","Political violence",26.108,68.750
2026-02-28,Europe,Russia,Penza,"Violence against civilians","Abduction/forced disappearance",1,0,205,"Political violence",53.162,44.730
2026-02-28,"Eastern Africa",Somalia,"Lower Juba","Violence against civilians","Abduction/forced disappearance",2,0,755,"Political violence",0.662,41.818
2026-02-28,"Eastern Africa","South Sudan","Central Equatoria","Violence against civilians","Abduction/forced disappearance",1,0,672,"Political violence",4.890,31.459
2026-02-28,"Eastern Africa","South Sudan",Jonglei,"Violence against civilians","Abduction/forced disappearance",1,0,"11,279","Political violence",7.631,32.141
2026-02-28,"Northern Africa",Sudan,"East Darfur","Violence against civilians","Abduction/forced disappearance",1,0,"150,385","Political violence",11.230,26.397
2026-02-28,"Northern Africa",Sudan,"South Darfur","Violence against civilians","Abduction/forced disappearance",1,0,"374,861","Political violence",10.900,24.302
2026-02-28,"Northern Africa",Sudan,"West Kordofan","Violence against civilians","Abduction/forced disappearance",1,0,"2,700","Political violence",11.869,28.221
2026-02-28,"Middle East",Syria,"Al Hasakeh","Violence against civilians","Abduction/forced disappearance",4,0,"136,209","Political violence",36.413,40.552
2026-02-28,"Middle East",Syria,Quneitra,"Violence against civilians","Abduction/forced disappearance",5,0,662,"Political violence",33.011,35.799
2026-02-28,Europe,Ukraine,Sumy,"Violence against civilians","Abduction/forced disappearance",1,0,463,"Political violence",51.239,33.676
2026-02-28,"South America",Venezuela,Tachira,"Violence against civilians","Abduction/forced disappearance",1,0,"46,637","Political violence",8.005,-72.009
2026-02-28,"South America",Venezuela,Zulia,"Violence against civilians","Abduction/forced disappearance",1,0,"26,381","Political violence",10.100,-72.443
2026-02-28,"Middle East",Yemen,"Amanat al Asimah","Violence against civilians","Abduction/forced disappearance",2,0,"142,564","Political violence",15.420,44.192
2026-02-28,"Middle East",Yemen,Ibb,"Violence against civilians","Abduction/forced disappearance",1,0,"25,990","Political violence",14.088,44.175
2026-02-28,"Middle East",Yemen,Sanaa,"Violence against civilians","Abduction/forced disappearance",1,0,"16,175","Political violence",15.393,44.475
2026-03-07,"Caucasus and Central Asia",Afghanistan,Kabul,"Violence against civilians","Abduction/forced disappearance",1,0,"175,554","Political violence",34.525,69.343
2026-03-07,"South America",Brazil,Bahia,"Violence against civilians","Abduction/forced disappearance",1,0,"70,548","Political violence",-13.423,-42.656
2026-03-07,"South America",Brazil,"Mato Grosso do Sul","Violence against civilians","Abduction/forced disappearance",1,0,"53,125","Political violence",-20.620,-54.789
2026-03-07,"South America",Brazil,Paraiba,"Violence against civilians","Abduction/forced disappearance",1,0,"128,059","Political violence",-7.164,-36.740
2026-03-07,"Middle Africa",Cameroon,Extreme-Nord,"Violence against civilians","Abduction/forced disappearance",6,0,"14,742","Political violence",11.456,14.792
2026-03-07,"Middle Africa",Cameroon,Nord-Ouest,"Violence against civilians","Abduction/forced disappearance",19,0,"100,454","Political violence",6.434,10.468
2026-03-07,"Middle Africa",Cameroon,Sud-Ouest,"Violence against civilians","Abduction/forced disappearance",13,0,"48,146","Political violence",5.236,9.281
2026-03-07,"Middle Africa","Central African Republic",Ombella-M'Poko,"Violence against civilians","Abduction/forced disappearance",2,0,"21,889","Political violence",4.879,18.191
2026-03-07,"East Asia",China,Beijing,"Violence against civilians","Abduction/forced disappearance",1,0,"100,479","Political violence",40.241,116.602
2026-03-07,"East Asia",China,Chongqing,"Violence against civilians","Abduction/forced disappearance",1,0,"135,551","Political violence",30.191,107.859
2026-03-07,"East Asia",China,Shanghai,"Violence against civilians","Abduction/forced disappearance",1,0,"15,971","Political violence",31.077,121.333
2026-03-07,"East Asia",China,Zhejiang,"Violence against civilians","Abduction/forced disappearance",1,0,"12,197","Political violence",29.178,119.735
2026-03-07,"South America",Colombia,Antioquia,"Violence against civilians","Abduction/forced disappearance",1,0,"3,784","Political violence",7.157,-75.445
2026-03-07,"South America",Colombia,Arauca,"Violence against civilians","Abduction/forced disappearance",1,0,"41,453","Political violence",6.573,-70.957
2026-03-07,"South America",Colombia,Choco,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",6.319,-77.083
2026-03-07,"South America",Colombia,Narino,"Violence against civilians","Abduction/forced disappearance",1,0,"47,476","Political violence",1.494,-77.897
2026-03-07,"Middle Africa","Democratic Republic of Congo",Ituri,"Violence against civilians","Abduction/forced disappearance",1,0,"4,253","Political violence",2.130,29.051
2026-03-07,"Middle Africa","Democratic Republic of Congo",Nord-Kivu,"Violence against civilians","Abduction/forced disappearance",2,0,"13,601","Political violence",-0.551,28.719
2026-03-07,"South America",Ecuador,Cotopaxi,"Violence against civilians","Abduction/forced disappearance",1,0,"43,978","Political violence",-0.774,-78.790
2026-03-07,"South America",Ecuador,Guayas,"Violence against civilians","Abduction/forced disappearance",1,0,"163,735","Political violence",-1.950,-79.925
2026-03-07,"South America",Ecuador,Loja,"Violence against civilians","Abduction/forced disappearance",1,0,"76,250","Political violence",-4.035,-79.800
2026-03-07,"Eastern Africa",Ethiopia,Amhara,"Violence against civilians","Abduction/forced disappearance",2,0,"26,977","Political violence",11.241,38.322
2026-03-07,Caribbean,Haiti,Ouest,"Violence against civilians","Abduction/forced disappearance",1,0,"7,656","Political violence",18.617,-72.174
2026-03-07,"South Asia",India,Manipur,"Violence against civilians","Abduction/forced disappearance",2,0,"13,304","Political violence",24.764,93.865
2026-03-07,"South Asia",India,Nagaland,"Violence against civilians","Abduction/forced disappearance",1,0,"110,777","Political violence",26.107,94.560
2026-03-07,"Eastern Africa",Kenya,Meru,"Violence against civilians","Abduction/forced disappearance",1,0,"15,825","Political violence",0.226,37.777
2026-03-07,"Eastern Africa",Kenya,Nairobi,"Violence against civilians","Abduction/forced disappearance",1,0,"236,275","Political violence",-1.302,36.827
2026-03-07,"North America",Mexico,Chiapas,"Violence against civilians","Abduction/forced disappearance",2,0,"125,695","Political violence",16.260,-92.233
2026-03-07,"North America",Mexico,Guanajuato,"Violence against civilians","Abduction/forced disappearance",1,0,"83,705","Political violence",20.877,-101.259
2026-03-07,"North America",Mexico,Hidalgo,"Violence against civilians","Abduction/forced disappearance",1,0,"13,921","Political violence",20.497,-99.214
2026-03-07,"North America",Mexico,"Michoacan de Ocampo","Violence against civilians","Abduction/forced disappearance",1,0,"3,594","Political violence",19.161,-101.668
2026-03-07,"North America",Mexico,Oaxaca,"Violence against civilians","Abduction/forced disappearance",1,0,"2,352","Political violence",17.163,-96.278
2026-03-07,"North America",Mexico,"San Luis Potosi","Violence against civilians","Abduction/forced disappearance",1,0,"58,026","Political violence",22.828,-101.097
2026-03-07,"North America",Mexico,Tabasco,"Violence against civilians","Abduction/forced disappearance",1,0,"82,588","Political violence",17.923,-92.590
2026-03-07,"Southeast Asia",Myanmar,Ayeyarwady,"Violence against civilians","Abduction/forced disappearance",1,0,"12,085","Political violence",17.107,95.144
2026-03-07,"Southeast Asia",Myanmar,Bago-West,"Violence against civilians","Abduction/forced disappearance",1,0,"31,149","Political violence",18.328,95.642
2026-03-07,"Southeast Asia",Myanmar,Magway,"Violence against civilians","Abduction/forced disappearance",2,0,"47,900","Political violence",20.810,94.543
2026-03-07,"Southeast Asia",Myanmar,Mandalay,"Violence against civilians","Abduction/forced disappearance",2,0,"82,611","Political violence",21.937,96.412
2026-03-07,"Southeast Asia",Myanmar,Rakhine,"Violence against civilians","Abduction/forced disappearance",6,0,"210,384","Political violence",19.409,94.232
2026-03-07,"Southeast Asia",Myanmar,Sagaing,"Violence against civilians","Abduction/forced disappearance",4,0,"81,180","Political violence",24.476,95.477
2026-03-07,"Southeast Asia",Myanmar,Shan-South,"Violence against civilians","Abduction/forced disappearance",1,0,982,"Political violence",20.807,97.530
2026-03-07,"Southeast Asia",Myanmar,Tanintharyi,"Violence against civilians","Abduction/forced disappearance",1,0,"1,483","Political violence",12.541,99.066
2026-03-07,"Southeast Asia",Myanmar,Yangon,"Violence against civilians","Abduction/forced disappearance",5,0,"977,639","Political violence",17.053,96.115
2026-03-07,"Western Africa",Nigeria,Bauchi,"Violence against civilians","Abduction/forced disappearance",2,0,"9,113","Political violence",10.990,9.332
2026-03-07,"Western Africa",Nigeria,Benue,"Violence against civilians","Abduction/forced disappearance",1,0,"5,716","Political violence",7.297,8.816
2026-03-07,"Western Africa",Nigeria,Borno,"Violence against civilians","Abduction/forced disappearance",1,0,"2,948","Political violence",11.876,13.435
2026-03-07,"Western Africa",Nigeria,Imo,"Violence against civilians","Abduction/forced disappearance",1,0,"19,273","Political violence",5.555,7.030
2026-03-07,"Western Africa",Nigeria,Kaduna,"Violence against civilians","Abduction/forced disappearance",4,0,"25,483","Political violence",10.262,7.873
2026-03-07,"Western Africa",Nigeria,Kano,"Violence against civilians","Abduction/forced disappearance",2,0,"13,986","Political violence",11.573,8.526
2026-03-07,"Western Africa",Nigeria,Katsina,"Violence against civilians","Abduction/forced disappearance",4,0,"93,822","Political violence",12.243,7.506
2026-03-07,"Western Africa",Nigeria,Kogi,"Violence against civilians","Abduction/forced disappearance",1,0,"46,562","Political violence",7.621,6.854
2026-03-07,"Western Africa",Nigeria,Kwara,"Violence against civilians","Abduction/forced disappearance",3,0,"32,851","Political violence",9.086,4.571
2026-03-07,"Western Africa",Nigeria,Ondo,"Violence against civilians","Abduction/forced disappearance",1,0,583,"Political violence",6.821,4.863
2026-03-07,"Western Africa",Nigeria,Sokoto,"Violence against civilians","Abduction/forced disappearance",1,0,498,"Political violence",12.708,5.211
2026-03-07,"Western Africa",Nigeria,Zamfara,"Violence against civilians","Abduction/forced disappearance",3,0,"39,639","Political violence",12.083,6.002
2026-03-07,"South Asia",Pakistan,Balochistan,"Violence against civilians","Abduction/forced disappearance",15,0,"549,373","Political violence",28.460,65.815
2026-03-07,"South Asia",Pakistan,Sindh,"Violence against civilians","Abduction/forced disappearance",1,0,"23,993","Political violence",26.108,68.750
2026-03-07,"Middle East",Palestine,"West Bank","Violence against civilians","Abduction/forced disappearance",1,0,"5,013","Political violence",31.947,35.267
2026-03-07,"Southeast Asia",Philippines,"National Capital Region","Violence against civilians","Abduction/forced disappearance",1,0,"176,411","Political violence",14.568,121.040
2026-03-07,"Eastern Africa",Somalia,"Middle Shabelle","Violence against civilians","Abduction/forced disappearance",1,0,201,"Political violence",3.016,45.875
2026-03-07,"Eastern Africa","South Sudan","Central Equatoria","Violence against civilians","Abduction/forced disappearance",1,0,"5,131","Political violence",4.890,31.459
2026-03-07,"Northern Africa",Sudan,"South Darfur","Violence against civilians","Abduction/forced disappearance",2,0,"375,497","Political violence",10.900,24.302
2026-03-07,"Northern Africa",Sudan,"West Darfur","Violence against civilians","Abduction/forced disappearance",1,0,"241,471","Political violence",13.508,22.703
2026-03-07,"Middle East",Syria,"Al Hasakeh","Violence against civilians","Abduction/forced disappearance",2,0,"29,846","Political violence",36.413,40.552
2026-03-07,"Middle East",Syria,Quneitra,"Violence against civilians","Abduction/forced disappearance",3,0,"1,325","Political violence",33.011,35.799
2026-03-07,"Eastern Africa",Uganda,Wakiso,"Violence against civilians","Abduction/forced disappearance",1,0,"52,609","Political violence",0.288,32.478
2026-03-07,"South America",Venezuela,Bolivar,"Violence against civilians","Abduction/forced disappearance",1,0,"80,078","Political violence",6.027,-63.455
2026-03-07,"South America",Venezuela,"Distrito Capital","Violence against civilians","Abduction/forced disappearance",1,0,"96,340","Political violence",10.475,-66.970
2026-03-07,"South America",Venezuela,Tachira,"Violence against civilians","Abduction/forced disappearance",1,0,"65,492","Political violence",8.005,-72.009
2026-03-07,"South America",Venezuela,Zulia,"Violence against civilians","Abduction/forced disappearance",1,0,"87,543","Political violence",10.100,-72.443
2026-03-07,"Middle East",Yemen,"Al Bayda","Violence against civilians","Abduction/forced disappearance",1,0,"58,841","Political violence",14.326,45.216
2026-03-07,"Middle East",Yemen,Ibb,"Violence against civilians","Abduction/forced disappearance",1,0,"186,290","Political violence",14.088,44.175
2026-03-14,"Middle East",Bahrain,Muharraq,"Violence against civilians","Abduction/forced disappearance",1,0,"12,011","Political violence",26.255,50.643
2026-03-14,"Middle East",Bahrain,Northern,"Violence against civilians","Abduction/forced disappearance",1,0,"11,358","Political violence",26.147,50.481
2026-03-14,"South Asia",Bangladesh,Dhaka,"Violence against civilians","Abduction/forced disappearance",1,0,"35,907","Political violence",23.819,90.220
2026-03-14,"South America",Brazil,"Espirito Santo","Violence against civilians","Abduction/forced disappearance",1,0,"16,961","Political violence",-19.597,-40.443
2026-03-14,"South America",Brazil,"Mato Grosso","Violence against civilians","Abduction/forced disappearance",1,0,"46,914","Political violence",-12.694,-55.363
2026-03-14,"South America",Brazil,"Rio Grande do Sul","Violence against civilians","Abduction/forced disappearance",1,0,"35,129","Political violence",-30.417,-53.831
2026-03-14,"Middle Africa",Cameroon,Adamaoua,"Violence against civilians","Abduction/forced disappearance",1,0,"18,031","Political violence",7.078,13.218
2026-03-14,"Middle Africa",Cameroon,Extreme-Nord,"Violence against civilians","Abduction/forced disappearance",6,0,"27,166","Political violence",11.456,14.792
2026-03-14,"Middle Africa",Cameroon,Nord-Ouest,"Violence against civilians","Abduction/forced disappearance",21,0,"70,652","Political violence",6.434,10.468
2026-03-14,"Middle Africa",Cameroon,Sud-Ouest,"Violence against civilians","Abduction/forced disappearance",10,0,"97,445","Political violence",5.236,9.281
2026-03-14,"Middle Africa","Central African Republic",Haut-Mbomou,"Violence against civilians","Abduction/forced disappearance",1,0,61,"Political violence",6.584,25.375
2026-03-14,"Middle Africa","Central African Republic",Vakaga,"Violence against civilians","Abduction/forced disappearance",2,0,"3,940","Political violence",9.802,22.402
2026-03-14,"East Asia",China,Beijing,"Violence against civilians","Abduction/forced disappearance",1,0,"98,178","Political violence",40.241,116.602
2026-03-14,"East Asia",China,Jiangsu,"Violence against civilians","Abduction/forced disappearance",1,0,"90,080","Political violence",32.938,119.917
2026-03-14,"East Asia",China,Shandong,"Violence against civilians","Abduction/forced disappearance",1,0,"137,310","Political violence",36.295,118.014
2026-03-14,"East Asia",China,Xinjiang,"Violence against civilians","Abduction/forced disappearance",1,0,"81,717","Political violence",41.281,86.215
2026-03-14,"South America",Colombia,Arauca,"Violence against civilians","Abduction/forced disappearance",1,0,"26,642","Political violence",6.573,-70.957
2026-03-14,"South America",Colombia,Caqueta,"Violence against civilians","Abduction/forced disappearance",1,0,"18,734","Political violence",1.114,-74.769
2026-03-14,"South America",Colombia,Cauca,"Violence against civilians","Abduction/forced disappearance",2,0,"23,845","Political violence",2.142,-76.871
2026-03-14,"South America",Colombia,Huila,"Violence against civilians","Abduction/forced disappearance",1,0,"14,579","Political violence",2.701,-75.451
2026-03-14,"Middle Africa","Democratic Republic of Congo",Ituri,"Violence against civilians","Abduction/forced disappearance",5,0,"91,962","Political violence",2.130,29.051
2026-03-14,"Middle Africa","Democratic Republic of Congo",Sud-Kivu,"Violence against civilians","Abduction/forced disappearance",1,0,"47,827","Political violence",-3.297,28.167
2026-03-14,"South America",Ecuador,Guayas,"Violence against civilians","Abduction/forced disappearance",1,0,"34,868","Political violence",-1.950,-79.925
2026-03-14,"Central America",Guatemala,Huehuetenango,"Violence against civilians","Abduction/forced disappearance",1,0,"4,700","Political violence",15.603,-91.642
2026-03-14,"Eastern Africa",Kenya,Machakos,"Violence against civilians","Abduction/forced disappearance",1,0,"72,736","Political violence",-1.277,37.396
2026-03-14,"Middle East",Lebanon,"Al Nabatieh","Violence against civilians","Abduction/forced disappearance",1,0,"1,813","Political violence",33.283,35.497
2026-03-14,"Western Africa",Mali,Kayes,"Violence against civilians","Abduction/forced disappearance",1,0,"76,809","Political violence",13.796,-10.226
2026-03-14,"Western Africa",Mali,Segou,"Violence against civilians","Abduction/forced disappearance",1,0,"3,668","Political violence",14.051,-6.003
2026-03-14,"North America",Mexico,"Baja California","Violence against civilians","Abduction/forced disappearance",1,0,"72,523","Political violence",30.359,-115.244
2026-03-14,"North America",Mexico,Chihuahua,"Violence against civilians","Abduction/forced disappearance",1,0,"47,350","Political violence",28.704,-106.038
2026-03-14,"North America",Mexico,Mexico,"Violence against civilians","Abduction/forced disappearance",1,0,"1,306","Political violence",19.328,-99.822
2026-03-14,"North America",Mexico,Sinaloa,"Violence against civilians","Abduction/forced disappearance",2,0,"131,898","Political violence",24.757,-107.386
2026-03-14,"North America",Mexico,Sonora,"Violence against civilians","Abduction/forced disappearance",1,0,"55,054","Political violence",29.401,-110.554
2026-03-14,"Southeast Asia",Myanmar,Bago-West,"Violence against civilians","Abduction/forced disappearance",1,0,"3,304","Political violence",18.328,95.642
2026-03-14,"Southeast Asia",Myanmar,Chin,"Violence against civilians","Abduction/forced disappearance",2,0,"28,496","Political violence",22.374,93.604
2026-03-14,"Southeast Asia",Myanmar,Kachin,"Violence against civilians","Abduction/forced disappearance",1,0,"2,733","Political violence",26.089,97.374
2026-03-14,"Southeast Asia",Myanmar,Magway,"Violence against civilians","Abduction/forced disappearance",1,0,"11,017","Political violence",20.810,94.543
2026-03-14,"Southeast Asia",Myanmar,Mandalay,"Violence against civilians","Abduction/forced disappearance",12,0,"106,680","Political violence",21.937,96.412
2026-03-14,"Southeast Asia",Myanmar,Rakhine,"Violence against civilians","Abduction/forced disappearance",3,0,"16,251","Political violence",19.409,94.232
2026-03-14,"Southeast Asia",Myanmar,Sagaing,"Violence against civilians","Abduction/forced disappearance",4,0,"99,482","Political violence",24.476,95.477
2026-03-14,"Southeast Asia",Myanmar,Shan-North,"Violence against civilians","Abduction/forced disappearance",9,0,"141,657","Political violence",22.822,98.007
2026-03-14,"Southeast Asia",Myanmar,Tanintharyi,"Violence against civilians","Abduction/forced disappearance",1,0,"162,453","Political violence",12.541,99.066
2026-03-14,"Southeast Asia",Myanmar,Yangon,"Violence against civilians","Abduction/forced disappearance",3,0,"345,519","Political violence",17.053,96.115
2026-03-14,"Western Africa",Nigeria,Bauchi,"Violence against civilians","Abduction/forced disappearance",1,0,"4,267","Political violence",10.990,9.332
2026-03-14,"Western Africa",Nigeria,Benue,"Violence against civilians","Abduction/forced disappearance",1,0,"1,295","Political violence",7.297,8.816
2026-03-14,"Western Africa",Nigeria,Borno,"Violence against civilians","Abduction/forced disappearance",1,0,"87,042","Political violence",11.876,13.435
2026-03-14,"Western Africa",Nigeria,Kano,"Violence against civilians","Abduction/forced disappearance",1,0,"10,702","Political violence",11.573,8.526
2026-03-14,"Western Africa",Nigeria,Katsina,"Violence against civilians","Abduction/forced disappearance",2,0,"54,823","Political violence",12.243,7.506
2026-03-14,"Western Africa",Nigeria,Kwara,"Violence against civilians","Abduction/forced disappearance",1,0,"8,004","Political violence",9.086,4.571
2026-03-14,"Western Africa",Nigeria,Nassarawa,"Violence against civilians","Abduction/forced disappearance",1,0,"2,353","Political violence",8.553,8.193
2026-03-14,"Western Africa",Nigeria,Niger,"Violence against civilians","Abduction/forced disappearance",1,0,"1,348","Political violence",9.795,5.738
2026-03-14,"Western Africa",Nigeria,Oyo,"Violence against civilians","Abduction/forced disappearance",1,0,"20,901","Political violence",8.133,3.614
2026-03-14,"Western Africa",Nigeria,Plateau,"Violence against civilians","Abduction/forced disappearance",1,0,"22,266","Political violence",9.365,9.628
2026-03-14,"Western Africa",Nigeria,Sokoto,"Violence against civilians","Abduction/forced disappearance",1,0,"21,340","Political violence",12.708,5.211
2026-03-14,"Western Africa",Nigeria,Taraba,"Violence against civilians","Abduction/forced disappearance",2,0,"6,831","Political violence",8.054,10.384
2026-03-14,"Western Africa",Nigeria,Yobe,"Violence against civilians","Abduction/forced disappearance",1,0,"1,252","Political violence",11.983,11.548
2026-03-14,"Western Africa",Nigeria,Zamfara,"Violence against civilians","Abduction/forced disappearance",3,0,"170,699","Political violence",12.083,6.002
2026-03-14,"South Asia",Pakistan,Balochistan,"Violence against civilians","Abduction/forced disappearance",5,0,"56,180","Political violence",28.460,65.815
2026-03-14,"South Asia",Pakistan,"Khyber Pakhtunkhwa","Violence against civilians","Abduction/forced disappearance",1,0,"52,565","Political violence",33.993,71.672
2026-03-14,"South Asia",Pakistan,Sindh,"Violence against civilians","Abduction/forced disappearance",1,0,"312,876","Political violence",26.108,68.750
2026-03-14,"Eastern Africa",Somalia,Bari,"Violence against civilians","Abduction/forced disappearance",1,0,27,"Political violence",10.159,49.972
2026-03-14,"Eastern Africa",Somalia,Bay,"Violence against civilians","Abduction/forced disappearance",1,0,638,"Political violence",2.669,43.588
2026-03-14,"Eastern Africa",Somalia,"Lower Juba","Violence against civilians","Abduction/forced disappearance",1,0,"9,940","Political violence",0.662,41.818
2026-03-14,"Eastern Africa",Somalia,"Lower Shabelle","Violence against civilians","Abduction/forced disappearance",1,0,"2,125","Political violence",1.971,44.659
2026-03-14,"Eastern Africa",Somalia,"Middle Juba","Violence against civilians","Abduction/forced disappearance",1,0,"58,884","Political violence",1.152,42.837
2026-03-14,"Eastern Africa","South Sudan","Central Equatoria","Violence against civilians","Abduction/forced disappearance",3,0,"73,158","Political violence",4.890,31.459
2026-03-14,"Eastern Africa","South Sudan",Jonglei,"Violence against civilians","Abduction/forced disappearance",1,0,"35,086","Political violence",7.631,32.141
2026-03-14,"Northern Africa",Sudan,"South Kordofan","Violence against civilians","Abduction/forced disappearance",1,0,363,"Political violence",11.229,30.914
2026-03-14,"Northern Africa",Sudan,"West Kordofan","Violence against civilians","Abduction/forced disappearance",1,0,"107,179","Political violence",11.869,28.221
2026-03-14,"Middle East",Syria,Damascus,"Violence against civilians","Abduction/forced disappearance",1,0,"106,541","Political violence",33.515,36.274
2026-03-14,Caribbean,"Trinidad and Tobago",Couva-Tabaquite-Talparo,"Violence against civilians","Abduction/forced disappearance",1,0,"2,935","Political violence",10.449,-61.342
2026-03-14,Caribbean,"Trinidad and Tobago","San Juan-Laventille","Violence against civilians","Abduction/forced disappearance",1,0,"1,612","Political violence",10.678,-61.472
2026-03-14,"Eastern Africa",Uganda,Kitgum,"Violence against civilians","Abduction/forced disappearance",1,0,629,"Political violence",3.417,33.318
2026-03-14,"South America",Venezuela,Zulia,"Violence against civilians","Abduction/forced disappearance",2,0,"128,981","Political violence",10.100,-72.443
2026-03-14,"Middle East",Yemen,"Amanat al Asimah","Violence against civilians","Abduction/forced disappearance",2,0,"61,697","Political violence",15.420,44.192
2026-03-14,"Middle East",Yemen,Hajjah,"Violence against civilians","Abduction/forced disappearance",1,0,"19,317","Political violence",16.094,43.204
2026-03-14,"Middle East",Yemen,Sanaa,"Violence against civilians","Abduction/forced disappearance",1,0,"9,702","Political violence",15.393,44.475
2026-03-21,"South America",Brazil,"Mato Grosso","Violence against civilians","Abduction/forced disappearance",1,0,"2,034","Political violence",-12.694,-55.363
2026-03-21,"South America",Brazil,"Rio de Janeiro","Violence against civilians","Abduction/forced disappearance",1,0,"90,637","Political violence",-22.065,-42.062
2026-03-21,"Western Africa","Burkina Faso",Sahel,"Violence against civilians","Abduction/forced disappearance",1,0,"2,672","Political violence",14.024,-0.768
2026-03-21,"Eastern Africa",Burundi,"Bujumbura Mairie","Violence against civilians","Abduction/forced disappearance",1,0,"28,962","Political violence",-3.394,29.367
2026-03-21,"Middle Africa",Cameroon,Nord-Ouest,"Violence against civilians","Abduction/forced disappearance",10,0,"50,870","Political violence",6.434,10.468
2026-03-21,"Middle Africa",Cameroon,Sud-Ouest,"Violence against civilians","Abduction/forced disappearance",15,0,"123,988","Political violence",5.236,9.281
2026-03-21,"Middle Africa","Central African Republic",Ombella-M'Poko,"Violence against civilians","Abduction/forced disappearance",2,0,"15,137","Political violence",4.879,18.191
2026-03-21,"East Asia",China,Beijing,"Violence against civilians","Abduction/forced disappearance",1,0,"191,426","Political violence",40.241,116.602
2026-03-21,"East Asia",China,Yunnan,"Violence against civilians","Abduction/forced disappearance",1,0,"57,121","Political violence",25.182,101.302
