week,region,country,admin1,event_type,sub_event_type,events,fatalities,population_exposure,disorder_type,centroid_latitude,centroid_longitude
2001-08-25,"Eastern Africa",Burundi,Rumonge,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-3.875,29.470
2001-08-25,"Middle Africa","Democratic Republic of Congo",Sud-Kivu,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-3.297,28.167
2001-09-01,"Western Africa","Sierra Leone",Eastern,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",8.205,-10.844
2001-09-01,"Eastern Africa",Somalia,Banadir,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",2.088,45.393
2001-09-15,"Southern Africa",Namibia,"Kavango East","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-18.476,20.308
2001-09-15,"Western Africa","Sierra Leone",Eastern,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",8.205,-10.844
2001-09-29,"Western Africa","Sierra Leone",Eastern,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",8.205,-10.844
2001-10-06,"Middle Africa",Angola,"Cuanza Norte","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-8.859,15.096
2001-10-06,"Eastern Africa",Burundi,"Bujumbura Mairie","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-3.394,29.367
2001-10-06,"Eastern Africa",Burundi,Kayanza,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-3.009,29.662
2001-10-06,"Southern Africa",Namibia,"Kavango West","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-18.362,18.776
2001-10-27,"Northern Africa",Sudan,"Bahr el Ghazal","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",8.598,28.474
2001-11-03,"Eastern Africa",Burundi,Kayanza,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-3.009,29.662
2001-11-03,"Eastern Africa",Burundi,Ruyigi,"Violence against civilians","Abduction/forced disappearance",2,0,0,"Political violence",-3.461,30.344
2001-11-10,"Eastern Africa",Burundi,Cankuzo,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-3.144,30.591
2001-11-10,"Eastern Africa",Burundi,Karuzi,"Violence against civilians","Abduction/forced disappearance",2,0,0,"Political violence",-3.149,30.079
2001-11-10,"Southern Africa",Zimbabwe,"Mashonaland West","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-17.260,29.868
2001-11-17,"Eastern Africa",Burundi,Bubanza,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-3.118,29.399
2001-11-17,"Eastern Africa",Burundi,Karuzi,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-3.149,30.079
2001-12-08,"Eastern Africa",Burundi,Rumonge,"Violence against civilians","Abduction/forced disappearance",2,0,0,"Political violence",-3.875,29.470
2001-12-08,"Eastern Africa",Burundi,Ruyigi,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-3.461,30.344
2002-01-05,"Southern Africa",Zimbabwe,Harare,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-17.855,31.052
2002-01-05,"Southern Africa",Zimbabwe,Manicaland,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-19.286,32.070
2002-01-12,"Southern Africa",Zimbabwe,Harare,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-17.855,31.052
2002-01-12,"Southern Africa",Zimbabwe,Manicaland,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-19.286,32.070
2002-01-12,"Southern Africa",Zimbabwe,"Mashonaland Central","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-16.681,31.610
2002-01-12,"Southern Africa",Zimbabwe,Midlands,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-19.082,29.862
2002-01-19,"Eastern Africa",Burundi,Rutana,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-3.865,30.093
2002-01-19,"Middle Africa","Democratic Republic of Congo",Maniema,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-2.498,25.953
2002-01-19,"Eastern Africa",Malawi,Central,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-13.747,33.709
2002-01-26,"Southern Africa",Zimbabwe,Bulawayo,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-20.106,28.535
2002-01-26,"Southern Africa",Zimbabwe,Manicaland,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-19.286,32.070
2002-01-26,"Southern Africa",Zimbabwe,"Mashonaland West","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-17.260,29.868
2002-01-26,"Southern Africa",Zimbabwe,Midlands,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-19.082,29.862
2002-02-02,"Southern Africa",Zimbabwe,Manicaland,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-19.286,32.070
2002-02-02,"Southern Africa",Zimbabwe,"Mashonaland Central","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-16.681,31.610
2002-02-02,"Southern Africa",Zimbabwe,"Mashonaland East","Violence against civilians","Abduction/forced disappearance",4,0,0,"Political violence",-17.978,31.602
2002-02-09,"Eastern Africa",Burundi,Cankuzo,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-3.144,30.591
2002-02-09,"Southern Africa",Zimbabwe,Bulawayo,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-20.106,28.535
2002-02-09,"Southern Africa",Zimbabwe,"Mashonaland East","Violence against civilians","Abduction/forced disappearance",3,0,0,"Political violence",-17.978,31.602
2002-02-16,"Southern Africa",Zimbabwe,Manicaland,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-19.286,32.070
2002-02-16,"Southern Africa",Zimbabwe,"Mashonaland East","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-17.978,31.602
2002-02-16,"Southern Africa",Zimbabwe,"Mashonaland West","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-17.260,29.868
2002-02-23,"Southern Africa",Zimbabwe,"Mashonaland East","Violence against civilians","Abduction/forced disappearance",2,0,0,"Political violence",-17.978,31.602
2002-03-02,"Middle Africa",Angola,"Lunda Norte","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-8.599,19.350
2002-03-02,"Southern Africa",Zimbabwe,Harare,"Violence against civilians","Abduction/forced disappearance",4,0,0,"Political violence",-17.855,31.052
2002-03-02,"Southern Africa",Zimbabwe,"Mashonaland Central","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-16.681,31.610
2002-03-09,"Southern Africa",Zimbabwe,"Mashonaland Central","Violence against civilians","Abduction/forced disappearance",2,0,0,"Political violence",-16.681,31.610
2002-03-09,"Southern Africa",Zimbabwe,"Mashonaland West","Violence against civilians","Abduction/forced disappearance",4,0,0,"Political violence",-17.260,29.868
2002-03-09,"Southern Africa",Zimbabwe,Masvingo,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-20.783,31.343
2002-03-09,"Southern Africa",Zimbabwe,Midlands,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-19.082,29.862
2002-03-16,"Northern Africa",Sudan,"Upper Nile","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",11.048,32.698
2002-03-16,"Eastern Africa",Uganda,Gulu,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",3.019,32.388
2002-03-30,"Middle Africa","Republic of Congo",Brazzaville,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-3.965,15.474
2002-03-30,"Southern Africa",Zimbabwe,Harare,"Violence against civilians","Abduction/forced disappearance",2,0,0,"Political violence",-17.855,31.052
2002-03-30,"Southern Africa",Zimbabwe,"Mashonaland Central","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-16.681,31.610
2002-04-06,"Southern Africa",Zimbabwe,Masvingo,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-20.783,31.343
2002-04-13,"Middle Africa","Republic of Congo",Brazzaville,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-3.965,15.474
2002-04-13,"Eastern Africa",Somalia,Banadir,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",2.088,45.393
2002-06-01,"Southern Africa",Zimbabwe,Manicaland,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-19.286,32.070
2002-06-15,"Eastern Africa",Uganda,Amuru,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",3.128,32.105
2002-06-15,"Eastern Africa",Uganda,Gulu,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",3.019,32.388
2002-06-29,"Eastern Africa",Somalia,Hiraan,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",4.322,45.492
2002-06-29,"Eastern Africa",Uganda,Kitgum,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",3.417,33.318
2002-07-06,"Eastern Africa",Burundi,Mwaro,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-3.510,29.715
2002-07-06,"Eastern Africa",Burundi,Rumonge,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-3.875,29.470
2002-07-06,"Eastern Africa",Burundi,Rutana,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-3.865,30.093
2002-07-06,"Eastern Africa",Uganda,Amuru,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",3.128,32.105
2002-07-06,"Eastern Africa",Uganda,Gulu,"Violence against civilians","Abduction/forced disappearance",2,0,0,"Political violence",3.019,32.388
2002-07-13,"Middle Africa","Democratic Republic of Congo",Sud-Kivu,"Violence against civilians","Abduction/forced disappearance",2,0,0,"Political violence",-3.297,28.167
2002-07-13,"Western Africa",Liberia,Lofa,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",7.872,-9.869
2002-07-20,"Eastern Africa",Uganda,Amuru,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",3.128,32.105
2002-07-27,"Eastern Africa",Uganda,Agago,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",2.945,33.387
2002-08-03,"Western Africa",Niger,Niamey,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",13.526,2.119
2002-08-10,"Eastern Africa",Somalia,Banadir,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",2.088,45.393
2002-08-10,"Eastern Africa",Uganda,Agago,"Violence against civilians","Abduction/forced disappearance",2,0,0,"Political violence",2.945,33.387
2002-08-10,"Eastern Africa",Uganda,Amuru,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",3.128,32.105
2002-08-10,"Eastern Africa",Uganda,Gulu,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",3.019,32.388
2002-08-10,"Eastern Africa",Uganda,Moyo,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",3.664,31.746
2002-08-10,"Eastern Africa",Uganda,Omoro,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",2.643,32.497
2002-08-24,"Middle Africa","Democratic Republic of Congo",Ituri,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",2.130,29.051
2002-08-24,"Eastern Africa",Uganda,Lira,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",2.332,32.950
2002-08-24,"Eastern Africa",Uganda,Omoro,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",2.643,32.497
2002-08-31,"Middle Africa","Democratic Republic of Congo",Haut-Uele,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",3.337,28.789
2002-09-07,"Eastern Africa",Burundi,"Bujumbura Rural","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-3.463,29.485
2002-09-07,"Eastern Africa",Uganda,Otuke,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",2.476,33.383
2002-09-14,"Eastern Africa",Uganda,Amuru,"Violence against civilians","Abduction/forced disappearance",2,0,0,"Political violence",3.128,32.105
2002-09-14,"Southern Africa",Zimbabwe,"Mashonaland East","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-17.978,31.602
2002-09-21,"Middle Africa","Democratic Republic of Congo",Sud-Kivu,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-3.297,28.167
2002-09-21,"Western Africa","Ivory Coast",Abidjan,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",5.415,-4.067
2002-09-21,"Southern Africa",Zimbabwe,"Mashonaland West","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-17.260,29.868
2002-09-28,"Southern Africa",Zimbabwe,"Mashonaland East","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-17.978,31.602
2002-09-28,"Southern Africa",Zimbabwe,Masvingo,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-20.783,31.343
2002-10-05,"Eastern Africa",Uganda,Amuru,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",3.128,32.105
2002-10-05,"Southern Africa",Zimbabwe,"Matabeleland North","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-18.621,27.452
2002-10-12,"Western Africa","Ivory Coast",Abidjan,"Violence against civilians","Abduction/forced disappearance",2,0,0,"Political violence",5.415,-4.067
2002-10-26,"Middle Africa","Central African Republic",Bangui,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",4.375,18.553
2002-11-09,"Eastern Africa",Uganda,Pader,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",2.887,32.913
2002-11-23,"Northern Africa",Algeria,Boumerdes,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",36.736,3.620
2002-11-30,"Northern Africa",Algeria,"Tizi Ouzou","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",36.683,4.239
2002-11-30,"Middle Africa","Republic of Congo",Bouenza,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-4.132,13.523
2002-11-30,"Eastern Africa",Somalia,Banadir,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",2.088,45.393
2002-12-07,"Eastern Africa",Malawi,Southern,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-15.306,35.328
2002-12-28,"Eastern Africa",Kenya,Turkana,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",2.977,35.359
2003-01-04,"Eastern Africa",Uganda,Kaberamaido,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",1.685,33.117
2003-01-04,"Eastern Africa",Uganda,Katakwi,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",1.971,34.058
2003-01-25,"Eastern Africa",Uganda,Gulu,"Violence against civilians","Abduction/forced disappearance",2,0,0,"Political violence",3.019,32.388
2003-02-01,"Western Africa","Ivory Coast",Montagnes,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",6.883,-7.694
2003-02-08,"Eastern Africa",Uganda,Kitgum,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",3.417,33.318
2003-02-15,"Northern Africa",Algeria,Tamanrasset,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",23.712,2.384
2003-02-22,"Eastern Africa",Uganda,Gulu,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",3.019,32.388
2003-02-22,"Eastern Africa",Uganda,Kitgum,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",3.417,33.318
2003-03-01,"Eastern Africa",Uganda,Katakwi,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",1.971,34.058
2003-03-01,"Eastern Africa",Uganda,Omoro,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",2.643,32.497
2003-03-08,"Northern Africa",Algeria,Tamanrasset,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",23.712,2.384
2003-03-08,"Middle Africa","Democratic Republic of Congo",Ituri,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",2.130,29.051
2003-03-15,"Northern Africa",Algeria,Bejaia,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",36.558,4.790
2003-03-15,"Northern Africa",Algeria,Tamanrasset,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",23.712,2.384
2003-03-15,"Eastern Africa",Uganda,Omoro,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",2.643,32.497
2003-03-15,"Southern Africa",Zimbabwe,Harare,"Violence against civilians","Abduction/forced disappearance",3,0,0,"Political violence",-17.855,31.052
2003-03-29,"Northern Africa",Algeria,Tamanrasset,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",23.712,2.384
2003-04-05,"Northern Africa",Algeria,Tamanrasset,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",23.712,2.384
2003-04-05,"Eastern Africa",Uganda,Kitgum,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",3.417,33.318
2003-04-05,"Eastern Africa",Uganda,Zombo,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",2.522,30.875
2003-04-12,"Southern Africa",Zimbabwe,Manicaland,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-19.286,32.070
2003-04-19,"Eastern Africa",Uganda,Lamwo,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",3.521,32.623
2003-04-19,"Eastern Africa",Uganda,Lira,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",2.332,32.950
2003-05-17,"Western Africa",Senegal,Kolda,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",13.009,-14.347
2003-05-17,"Eastern Africa",Uganda,Alebtong,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",2.266,33.325
2003-05-17,"Eastern Africa",Uganda,Lira,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",2.332,32.950
2003-05-24,"Western Africa",Senegal,Kolda,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",13.009,-14.347
2003-05-24,"Eastern Africa",Uganda,Gulu,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",3.019,32.388
2003-05-24,"Eastern Africa",Uganda,Omoro,"Violence against civilians","Abduction/forced disappearance",3,0,0,"Political violence",2.643,32.497
2003-05-31,"Eastern Africa",Uganda,Kapelebyong,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",2.195,33.777
2003-06-14,"Northern Africa",Sudan,Abyei,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",9.733,28.471
2003-06-14,"Eastern Africa",Uganda,Gulu,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",3.019,32.388
2003-06-14,"Eastern Africa",Uganda,Lira,"Violence against civilians","Abduction/forced disappearance",4,0,0,"Political violence",2.332,32.950
2003-06-21,"Eastern Africa",Uganda,Kalaki,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",1.830,33.356
2003-06-21,"Eastern Africa",Uganda,Kapelebyong,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",2.195,33.777
2003-06-21,"Eastern Africa",Uganda,Lira,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",2.332,32.950
2003-06-21,"Eastern Africa",Uganda,Otuke,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",2.476,33.383
2003-06-21,"Eastern Africa",Uganda,Soroti,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",1.788,33.607
2003-07-12,"Eastern Africa",Burundi,Makamba,"Violence against civilians","Abduction/forced disappearance",2,0,0,"Political violence",-4.235,29.800
2003-08-16,"Eastern Africa",Burundi,Makamba,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-4.235,29.800
2003-08-23,"Eastern Africa",Uganda,Omoro,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",2.643,32.497
2003-08-30,"Eastern Africa",Mozambique,Sofala,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-19.058,34.886
2003-09-20,"Eastern Africa",Uganda,Oyam,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",2.346,32.424
2003-10-04,"Eastern Africa",Uganda,Pader,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",2.887,32.913
2003-10-11,"Eastern Africa",Somalia,Bari,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",10.159,49.972
2003-10-11,"Eastern Africa",Somalia,"Lower Shabelle","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",1.971,44.659
2003-10-11,"Eastern Africa",Uganda,Kalaki,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",1.830,33.356
2003-10-25,"Eastern Africa",Uganda,Kitgum,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",3.417,33.318
2003-10-25,"Eastern Africa",Uganda,Kotido,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",2.989,34.035
2003-11-01,"Eastern Africa",Uganda,Gulu,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",3.019,32.388
2003-11-08,"Eastern Africa",Mozambique,"Cabo Delgado","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-12.320,39.357
2003-11-08,"Northern Africa",Sudan,"North Darfur","Violence against civilians","Abduction/forced disappearance",2,0,0,"Political violence",15.860,25.501
2003-11-15,"Middle Africa","Central African Republic",Haute-Kotto,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",7.330,22.946
2003-11-22,"Middle Africa","Democratic Republic of Congo",Ituri,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",2.130,29.051
2003-11-22,"Eastern Africa",Uganda,Bundibugyo,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",0.646,30.042
2003-11-29,"Eastern Africa",Uganda,Gulu,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",3.019,32.388
2003-12-20,"Eastern Africa",Uganda,Alebtong,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",2.266,33.325
2003-12-27,"Western Africa",Nigeria,Delta,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",5.760,6.327
2004-01-10,"Middle Africa","Democratic Republic of Congo",Nord-Kivu,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-0.551,28.719
2004-01-10,"Eastern Africa",Somalia,Mudug,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",6.026,48.223
2004-01-10,"Northern Africa",Sudan,"North Darfur","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",15.860,25.501
2004-01-17,"Northern Africa",Sudan,"North Darfur","Violence against civilians","Abduction/forced disappearance",3,0,0,"Political violence",15.860,25.501
2004-01-17,"Eastern Africa",Uganda,Moroto,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",2.609,34.643
2004-01-31,"Eastern Africa",Uganda,Lira,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",2.332,32.950
2004-02-07,"Eastern Africa",Somalia,Sanaag,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",10.460,47.529
2004-03-27,"Eastern Africa",Somalia,"Middle Juba","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",1.152,42.837
2004-04-03,"Eastern Africa",Mozambique,Sofala,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-19.058,34.886
2004-04-03,"Eastern Africa",Somalia,Banadir,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",2.088,45.393
2004-04-10,"Eastern Africa",Somalia,"Lower Juba","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",0.662,41.818
2004-04-17,"Eastern Africa",Uganda,Adjumani,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",3.235,31.787
2004-04-24,"Northern Africa",Sudan,"North Darfur","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",15.860,25.501
2004-04-24,"Southern Africa",Zimbabwe,Midlands,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-19.082,29.862
2004-05-01,"Northern Africa",Sudan,"Central Darfur","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",12.308,23.234
2004-05-08,"Middle Africa","Central African Republic",Bangui,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",4.375,18.553
2004-05-15,"Eastern Africa",Uganda,Gulu,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",3.019,32.388
2004-05-15,"Eastern Africa",Uganda,Kitgum,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",3.417,33.318
2004-05-22,"Eastern Africa",Uganda,Gulu,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",3.019,32.388
2004-05-29,"Middle Africa","Democratic Republic of Congo",Sud-Kivu,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-3.297,28.167
2004-06-05,"Eastern Africa",Somalia,Bay,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",2.669,43.588
2004-06-05,"Northern Africa",Sudan,"North Darfur","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",15.860,25.501
2004-06-12,"Eastern Africa",Somalia,Galgaduud,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",4.985,46.897
2004-06-12,"Eastern Africa",Somalia,"Lower Shabelle","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",1.971,44.659
2004-06-12,"Northern Africa",Sudan,"South Darfur","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",10.900,24.302
2004-06-19,"Eastern Africa",Somalia,Banadir,"Violence against civilians","Abduction/forced disappearance",2,0,0,"Political violence",2.088,45.393
2004-06-26,"Eastern Africa",Somalia,Bakool,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",4.183,43.840
2004-06-26,"Eastern Africa",Somalia,Banadir,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",2.088,45.393
2004-06-26,"Eastern Africa",Somalia,Bari,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",10.159,49.972
2004-08-14,"Western Africa","Ivory Coast",Abidjan,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",5.415,-4.067
2004-08-21,"Northern Africa",Sudan,"South Darfur","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",10.900,24.302
2004-09-04,"Northern Africa",Sudan,"Central Darfur","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",12.308,23.234
2004-09-04,"Northern Africa",Sudan,"North Darfur","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",15.860,25.501
2004-10-02,"Western Africa","Ivory Coast",Abidjan,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",5.415,-4.067
2004-10-30,"Northern Africa",Sudan,"North Darfur","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",15.860,25.501
2004-11-06,"Western Africa","Ivory Coast","Vallee du Bandama","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",8.330,-4.699
2004-11-13,"Eastern Africa",Uganda,Gulu,"Violence against civilians","Abduction/forced disappearance",2,0,0,"Political violence",3.019,32.388
2004-12-04,"Middle Africa","Democratic Republic of Congo",Sud-Kivu,"Violence against civilians","Abduction/forced disappearance",4,0,0,"Political violence",-3.297,28.167
2004-12-11,"Northern Africa",Sudan,"East Darfur","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",11.230,26.397
